Date,Close
2/22/2021 16:00:00,17.62
2/23/2021 16:00:00,15.6
2/24/2021 16:00:00,15.41
2/25/2021 16:00:00,15
2/26/2021 16:00:00,14.09
3/1/2021 16:00:00,14.9
3/2/2021 16:00:00,14.17
3/3/2021 16:00:00,12.78
3/4/2021 16:00:00,11.51
3/5/2021 16:00:00,11.9
3/8/2021 16:00:00,11.4
3/9/2021 16:00:00,12.17
3/10/2021 16:00:00,12.1
3/11/2021 16:00:00,13.36
3/12/2021 16:00:00,13.79
3/15/2021 16:00:00,13.33
3/16/2021 16:00:00,13.2
3/17/2021 16:00:00,13.14
3/18/2021 16:00:00,12.83
3/19/2021 16:00:00,12.66
3/22/2021 16:00:00,12.27
3/23/2021 16:00:00,12.21
3/24/2021 16:00:00,11.98
3/25/2021 16:00:00,11.61
3/26/2021 16:00:00,12.19
3/29/2021 16:00:00,12.01
3/30/2021 16:00:00,11.89
3/31/2021 16:00:00,12.06
4/1/2021 16:00:00,12.4
4/5/2021 16:00:00,12.39
4/6/2021 16:00:00,13.63
4/7/2021 16:00:00,14.03
4/8/2021 16:00:00,14.86
4/9/2021 16:00:00,14.99
4/12/2021 16:00:00,13.07
4/13/2021 16:00:00,12.58
4/14/2021 16:00:00,11.69
4/15/2021 16:00:00,12.36
4/16/2021 16:00:00,11.92
4/19/2021 16:00:00,11.55
4/20/2021 16:00:00,11.26
4/21/2021 16:00:00,11.77
4/22/2021 16:00:00,11.87
4/23/2021 16:00:00,12.27
4/26/2021 16:00:00,12.02
4/27/2021 16:00:00,11.82
4/28/2021 16:00:00,12.05
4/29/2021 16:00:00,11.74
4/30/2021 16:00:00,11.73
5/3/2021 16:00:00,11.64
5/4/2021 16:00:00,11.55
5/5/2021 16:00:00,11.83
5/6/2021 16:00:00,11.47
5/7/2021 16:00:00,11.25
5/10/2021 16:00:00,10.92
5/11/2021 16:00:00,10.95
5/12/2021 16:00:00,10.93
5/13/2021 16:00:00,10.89
5/14/2021 16:00:00,11.07
5/17/2021 16:00:00,11.04
5/18/2021 16:00:00,11.04
5/19/2021 16:00:00,10.86
5/20/2021 16:00:00,10.88
5/21/2021 16:00:00,10.83
5/24/2021 16:00:00,11.17
5/25/2021 16:00:00,11.79
5/26/2021 16:00:00,12
5/27/2021 16:00:00,12.52
5/28/2021 16:00:00,12.64
6/1/2021 16:00:00,12.29
6/2/2021 16:00:00,12.7
6/3/2021 16:00:00,13.22
6/4/2021 16:00:00,14.02
6/7/2021 16:00:00,13.51
6/8/2021 16:00:00,13.38
6/9/2021 16:00:00,13.38
6/10/2021 16:00:00,13.64
6/11/2021 16:00:00,13.72
6/14/2021 16:00:00,13.24
6/15/2021 16:00:00,13.25
6/16/2021 16:00:00,12.84
6/17/2021 16:00:00,12.57
6/18/2021 16:00:00,12.55
6/21/2021 16:00:00,13.43
6/22/2021 16:00:00,13.75
6/23/2021 16:00:00,14.89
6/24/2021 16:00:00,14.92
6/25/2021 16:00:00,15.96
6/28/2021 16:00:00,16.54
6/29/2021 16:00:00,15.87
6/30/2021 16:00:00,15.58
7/1/2021 16:00:00,15.63
7/2/2021 16:00:00,14.86
7/6/2021 16:00:00,14.56
7/7/2021 16:00:00,14.81
7/8/2021 16:00:00,14.62
7/9/2021 16:00:00,15.04
7/12/2021 16:00:00,14.42
7/13/2021 16:00:00,13.88
7/14/2021 16:00:00,13.27
7/15/2021 16:00:00,12.4
7/16/2021 16:00:00,13.26
7/19/2021 16:00:00,13.62
7/20/2021 16:00:00,13.83
7/21/2021 16:00:00,13.78
7/22/2021 16:00:00,13.98
7/23/2021 16:00:00,14.82
7/26/2021 16:00:00,13.8
7/27/2021 16:00:00,11.45
7/28/2021 16:00:00,12.18
7/29/2021 16:00:00,11.7
7/30/2021 16:00:00,12.08
8/2/2021 16:00:00,13.4
8/3/2021 16:00:00,12.23
8/4/2021 16:00:00,12.43
8/5/2021 16:00:00,12.26
8/6/2021 16:00:00,11.88
8/9/2021 16:00:00,11.89
8/10/2021 16:00:00,12.6
8/11/2021 16:00:00,12.17
8/12/2021 16:00:00,11.36
8/13/2021 16:00:00,10.95
8/16/2021 16:00:00,9.92
8/17/2021 16:00:00,10.48
8/18/2021 16:00:00,10.19
8/19/2021 16:00:00,9.45
8/20/2021 16:00:00,9.22
8/23/2021 16:00:00,9.08
8/24/2021 16:00:00,9.73
8/25/2021 16:00:00,9.21
8/26/2021 16:00:00,8.98
8/27/2021 16:00:00,9.51
8/30/2021 16:00:00,9.5
8/31/2021 16:00:00,10.09
9/1/2021 16:00:00,10.1
9/2/2021 16:00:00,9.84
9/3/2021 16:00:00,10.84
9/7/2021 16:00:00,9.18
9/8/2021 16:00:00,8.93
9/9/2021 16:00:00,9.2
9/10/2021 16:00:00,8.96
9/13/2021 16:00:00,9.13
9/14/2021 16:00:00,9.1
9/15/2021 16:00:00,9.26
9/16/2021 16:00:00,10.02
9/17/2021 16:00:00,10.79
9/20/2021 16:00:00,10.37
9/21/2021 16:00:00,10.48
9/22/2021 16:00:00,10.55
9/23/2021 16:00:00,10.67
9/24/2021 16:00:00,11.14
9/27/2021 16:00:00,10.17
9/28/2021 16:00:00,10.01
9/29/2021 16:00:00,9.5
9/30/2021 16:00:00,9.44
10/1/2021 16:00:00,9.04
10/4/2021 16:00:00,8.81
10/5/2021 16:00:00,8.19
10/6/2021 16:00:00,7.65
10/7/2021 16:00:00,8.4
10/8/2021 16:00:00,8.05
10/11/2021 16:00:00,8.23
10/12/2021 16:00:00,8.36
10/13/2021 16:00:00,8.26
10/14/2021 16:00:00,8.25
10/15/2021 16:00:00,8.79
10/18/2021 16:00:00,9.11
10/19/2021 16:00:00,9.32
10/20/2021 16:00:00,9.55
10/21/2021 16:00:00,9.04
10/22/2021 16:00:00,8.99
10/25/2021 16:00:00,9.02
10/26/2021 16:00:00,8.56
10/27/2021 16:00:00,8.19
10/28/2021 16:00:00,9.07
10/29/2021 16:00:00,8.58
11/1/2021 16:00:00,8.83
11/2/2021 16:00:00,8.64
11/3/2021 16:00:00,8.56
11/4/2021 16:00:00,8.36
11/5/2021 16:00:00,8.72
11/8/2021 16:00:00,8.52
11/9/2021 16:00:00,8.39
11/10/2021 16:00:00,8.47
11/11/2021 16:00:00,8.49
11/12/2021 16:00:00,8.5
11/15/2021 16:00:00,9.11
11/16/2021 16:00:00,8.83
11/17/2021 16:00:00,8.44
11/18/2021 16:00:00,8.16
11/19/2021 16:00:00,7.88
11/22/2021 16:00:00,7.17
11/23/2021 16:00:00,6.57
11/24/2021 16:00:00,6.35
11/26/2021 13:00:00,6.17
11/29/2021 16:00:00,6.12
11/30/2021 16:00:00,6.15
12/1/2021 16:00:00,6.58
12/2/2021 16:00:00,6.58
12/3/2021 16:00:00,5.71
12/6/2021 16:00:00,5.28
12/7/2021 16:00:00,5.56
12/8/2021 16:00:00,5.66
12/9/2021 16:00:00,5.51
12/10/2021 16:00:00,5.41
12/13/2021 16:00:00,4.88
12/14/2021 16:00:00,4.99
12/15/2021 16:00:00,4.69
12/16/2021 16:00:00,4.79
12/17/2021 16:00:00,5.29
12/20/2021 16:00:00,4.79
12/21/2021 16:00:00,4.79
12/22/2021 16:00:00,5.06
12/23/2021 16:00:00,5.12
12/27/2021 16:00:00,4.85
12/28/2021 16:00:00,4.95
12/29/2021 16:00:00,4.84
12/30/2021 16:00:00,5.17
12/31/2021 16:00:00,5.32
1/3/2022 16:00:00,6.06
1/4/2022 16:00:00,5.75
1/5/2022 16:00:00,5.71
1/6/2022 16:00:00,5.63
1/7/2022 16:00:00,5.36
1/10/2022 16:00:00,5.14
1/11/2022 16:00:00,5.15
1/12/2022 16:00:00,5.47
1/13/2022 16:00:00,5.32
1/14/2022 16:00:00,5.65
1/18/2022 16:00:00,5.15
1/19/2022 16:00:00,5.03
1/20/2022 16:00:00,5
1/21/2022 16:00:00,4.71
1/24/2022 16:00:00,4.49
1/25/2022 16:00:00,4.5
1/26/2022 16:00:00,4.58
1/27/2022 16:00:00,4.2
1/28/2022 16:00:00,3.85
1/31/2022 16:00:00,4.28
2/1/2022 16:00:00,4.56
2/2/2022 16:00:00,4.22
2/3/2022 16:00:00,4.1
2/4/2022 16:00:00,4.32
2/7/2022 16:00:00,4.08
2/8/2022 16:00:00,4.24
2/9/2022 16:00:00,4.39
2/10/2022 16:00:00,4.39
2/11/2022 16:00:00,4.59
2/14/2022 16:00:00,4.25
2/15/2022 16:00:00,4.75
2/16/2022 16:00:00,4.86
2/17/2022 16:00:00,5.02
2/18/2022 16:00:00,4.92
2/22/2022 16:00:00,5.06
2/23/2022 16:00:00,4.74
2/24/2022 16:00:00,5.22
2/25/2022 16:00:00,5.48
2/28/2022 16:00:00,5.75
3/1/2022 16:00:00,5.43
3/2/2022 16:00:00,5.26
3/3/2022 16:00:00,4.88
3/4/2022 16:00:00,4.76
3/7/2022 16:00:00,5.66
3/8/2022 16:00:00,5.22
3/9/2022 16:00:00,5.62
3/10/2022 16:00:00,5.77
3/11/2022 16:00:00,5.45
3/14/2022 16:00:00,3.98
3/15/2022 16:00:00,4.04
3/16/2022 16:00:00,4.31
3/17/2022 16:00:00,4.74
3/18/2022 16:00:00,4.91
3/21/2022 16:00:00,5.1
3/22/2022 16:00:00,5.64
3/23/2022 16:00:00,5.4
3/24/2022 16:00:00,5.68
3/25/2022 16:00:00,5.51
3/28/2022 16:00:00,5.57
3/29/2022 16:00:00,5.7
3/30/2022 16:00:00,5.16
3/31/2022 16:00:00,4.99
4/1/2022 16:00:00,4.91
4/4/2022 16:00:00,4.95
4/5/2022 16:00:00,4.53
4/6/2022 16:00:00,4.24
4/7/2022 16:00:00,4.19
4/8/2022 16:00:00,4.24
4/11/2022 16:00:00,4.29
4/12/2022 16:00:00,4.47
4/13/2022 16:00:00,4.62
4/14/2022 16:00:00,4.5
4/18/2022 16:00:00,4.28
4/19/2022 16:00:00,4.48
4/20/2022 16:00:00,4.45
4/21/2022 16:00:00,3.88
4/22/2022 16:00:00,3.76
4/25/2022 16:00:00,3.56
4/26/2022 16:00:00,3.1
4/27/2022 16:00:00,2.99
4/28/2022 16:00:00,2.87
4/29/2022 16:00:00,2.58
5/2/2022 16:00:00,2.62
5/3/2022 16:00:00,2.44
5/4/2022 16:00:00,2.55
5/5/2022 16:00:00,2.3
5/6/2022 16:00:00,2.37
5/9/2022 16:00:00,1.99
5/10/2022 16:00:00,1.81
5/11/2022 16:00:00,1.72
5/12/2022 16:00:00,2.03
5/13/2022 16:00:00,2.46
5/16/2022 16:00:00,2.52
5/17/2022 16:00:00,2.86
5/18/2022 16:00:00,3.12
5/19/2022 16:00:00,2.84
5/20/2022 16:00:00,2.78
5/23/2022 16:00:00,2.64
5/24/2022 16:00:00,2.6
5/25/2022 16:00:00,3
